Date,Equity,Position,Trade,Close,Signal,Regime,Target_Pct
2024-12-17,11821.114988248359,0.583863452559941,,20246.369140625,1,Calm/Bull,1.0
2024-12-18,11818.896991343614,0.583863452559941,,20242.5703125,1,Calm/Bull,1.0
2024-12-19,11659.671041824005,0.583863452559941,,19969.859375,1,Calm/Bull,1.0
2024-12-20,11609.978788291286,0.583863452559941,,19884.75,1,Calm/Bull,1.0
2024-12-23,11588.971107582187,0.583863452559941,,19848.76953125,1,Calm/Bull,1.0
2024-12-27,11668.114254720009,0.583863452559941,,19984.3203125,1,Calm/Bull,1.0
2024-12-30,11624.219582813881,0.583863452559941,,19909.140625,1,Calm/Bull,1.0
2025-01-02,11691.667215167612,0.583863452559941,,20024.66015625,1,Calm/Bull,1.0
2025-01-03,11622.432641348722,0.583863452559941,,19906.080078125,1,Calm/Bull,1.0
2025-01-06,11803.494171707427,0.583863452559941,,20216.189453125,1,Calm/Bull,1.0
2025-01-07,11876.115609694487,0.583863452559941,,20340.5703125,1,Calm/Bull,1.0
2025-01-08,11869.90863943612,0.583863452559941,,20329.939453125,1,Calm/Bull,1.0
2025-01-09,11862.411923933916,0.583863452559941,,20317.099609375,1,Calm/Bull,1.0
2025-01-10,11802.676534802184,0.583863452559941,,20214.7890625,1,Calm/Bull,1.0
2025-01-13,11754.835082799747,0.583863452559941,,20132.849609375,1,Calm/Bull,1.0
2025-01-14,11835.688767396241,0.583863452559941,,20271.330078125,1,Calm/Bull,1.0
2025-01-15,12012.803517658638,0.583863452559941,,20574.6796875,1,Calm/Bull,1.0
2025-01-16,12059.927684286737,0.583863452559941,,20655.390625,1,Calm/Bull,1.0
2025-01-17,12204.725820521602,0.583863452559941,,20903.390625,1,Calm/Bull,1.0
2025-01-20,12255.475186203781,0.583863452559941,,20990.310546875,1,Calm/Bull,1.0
2025-01-21,12285.654768766279,0.583863452559941,,21042.0,1,Calm/Bull,1.0
2025-01-22,12409.591190155184,0.583863452559941,,21254.26953125,1,Calm/Bull,1.0
2025-01-23,12501.409419861764,0.583863452559941,,21411.529296875,1,Calm/Bull,1.0
2025-01-24,12491.71751462093,0.583863452559941,,21394.9296875,1,Calm/Bull,1.0
2025-01-27,12425.886910344796,0.583863452559941,,21282.1796875,1,Calm/Bull,1.0
2025-01-28,12512.532474776352,0.583863452559941,,21430.580078125,1,Calm/Bull,1.0
2025-01-29,12633.36256014031,0.583863452559941,,21637.529296875,1,Calm/Bull,1.0
2025-01-30,12685.717550317027,0.583863452559941,,21727.19921875,1,Calm/Bull,1.0
2025-01-31,12688.550200348587,0.583863452559941,,21732.05078125,1,Calm/Bull,1.0
